County,AQI_records_18,Good_18,Moderate_18,Unhealthy_sens_18,Unhealthy_18,Very_unhealthy_18,Hazardous_18,Max_AQI_18,90th_Percentile_AQI_18,Median_AQI_18,CO_18,NO2_18,O3_18,PM2.5_18,PM10_18
Providence,365,212,145,8,0,0,0,147,64,47,0,7,124,233,1
Washington,361,311,45,5,0,0,0,115,54,35,0,0,169,192,0
Aiken,110,92,18,0,0,0,0,93,61,42,0,0,110,0,0
Anderson,148,147,1,0,0,0,0,51,46,35,0,0,148,0,0
Berkeley,152,143,9,0,0,0,0,67,47,33,0,0,152,0,0
Charleston,359,269,90,0,0,0,0,79,55,41,0,2,63,294,0
Chesterfield,338,266,71,1,0,0,0,104,56,36,0,0,104,231,3
Colleton,359,294,65,0,0,0,0,79,54,36,0,0,85,274,0
Darlington,142,133,9,0,0,0,0,87,48,40,0,0,142,0,0
Edgefield,330,250,80,0,0,0,0,90,56,39,0,0,96,234,0
Florence,359,270,89,0,0,0,0,76,57,39,0,0,0,359,0
Georgetown,326,326,0,0,0,0,0,44,27,15,0,0,0,0,326
Greenville,365,237,128,0,0,0,0,77,59,44,0,13,76,275,1
Horry,180,164,16,0,0,0,0,87,50,37,0,0,180,0,0
Lexington,362,234,128,0,0,0,0,93,58,43,0,0,0,353,9
Oconee,348,273,75,0,0,0,0,97,56,35,0,0,144,204,0
Pickens,152,132,20,0,0,0,0,84,54,40,0,0,152,0,0
Richland,365,266,98,1,0,0,0,101,58,41,2,3,107,253,0
Spartanburg,365,223,142,0,0,0,0,77,60,44,0,0,70,295,0
York,354,271,80,3,0,0,0,115,58,39,0,0,219,135,0
Brookings,365,297,67,1,0,0,0,101,57,38,0,0,258,91,16
Brown,121,104,15,1,0,0,1,421,53,32,0,0,0,118,3
Codington,365,260,104,1,0,0,0,103,57,39,0,0,0,310,55
Custer,365,311,54,0,0,0,0,89,54,41,0,0,332,33,0
Hughes,354,327,26,1,0,0,0,108,43,18,0,0,0,354,0
Jackson,365,305,59,1,0,0,0,123,55,42,0,0,286,77,2
Meade,362,361,1,0,0,0,0,53,37,29,0,0,311,0,51
Minnehaha,365,275,87,3,0,0,0,115,62,40,0,7,225,131,2
Pennington,365,263,100,2,0,0,0,118,61,36,0,16,0,233,116
Union,365,256,106,3,0,0,0,112,62,43,0,0,192,141,32
Anderson,229,196,33,0,0,0,0,90,61,40,0,0,229,0,0
Blount,365,205,159,1,0,0,0,108,64,48,0,0,155,210,0
Claiborne,355,335,20,0,0,0,0,87,47,34,0,0,355,0,0
Davidson,365,164,196,4,1,0,0,151,67,52,0,8,62,295,0
DeKalb,348,331,17,0,0,0,0,87,46,33,0,0,348,0,0
Dyer,356,257,99,0,0,0,0,83,56,38,0,0,0,356,0
Hamilton,365,193,171,1,0,0,0,101,65,48,0,0,112,253,0
Jefferson,244,202,42,0,0,0,0,100,61,42,0,0,244,0,0
Knox,364,186,177,1,0,0,0,112,65,50,0,0,98,266,0
Lawrence,352,276,76,0,0,0,0,70,55,36,0,0,0,352,0
Loudon,365,273,91,1,0,0,0,133,58,39,0,0,150,215,0
Madison,351,275,76,0,0,0,0,81,56,35,0,0,0,351,0
Maury,331,250,81,0,0,0,0,70,55,36,0,0,0,331,0
McMinn,356,246,110,0,0,0,0,71,57,39,0,0,0,356,0
Montgomery,354,241,113,0,0,0,0,80,58,40,0,0,0,354,0
Putnam,352,268,84,0,0,0,0,68,56,36,0,0,0,352,0
Roane,355,267,88,0,0,0,0,66,56,36,0,0,0,355,0
Sevier,364,306,54,4,0,0,0,115,64,43,0,0,364,0,0
Shelby,365,223,134,8,0,0,0,133,71,46,0,4,132,229,0
Sullivan,364,259,104,1,0,0,0,105,61,43,0,0,152,212,0
Sumner,346,253,91,2,0,0,0,133,61,41,0,0,161,185,0
Williamson,245,212,32,1,0,0,0,108,58,39,0,0,245,0,0
Wilson,191,158,31,2,0,0,0,119,61,38,0,0,191,0,0
Bell,365,320,40,5,0,0,0,136,54,36,0,0,365,0,0
Bexar,365,187,167,10,1,0,0,166,71,49,0,2,139,223,1
Bowie,297,175,121,1,0,0,0,106,61,47,0,0,0,297,0
Brazoria,365,329,31,4,1,0,0,166,50,31,0,12,353,0,0
Brewster,363,274,89,0,0,0,0,97,58,40,0,0,263,100,0
Cameron,365,178,187,0,0,0,0,99,67,51,0,0,62,303,0
Collin,361,296,49,16,0,0,0,150,71,37,0,0,361,0,0
Culberson,115,89,26,0,0,0,0,81,54,31,0,0,0,115,0
Dallas,365,171,175,16,3,0,0,161,77,52,0,13,113,238,1
Denton,365,254,97,13,1,0,0,151,74,42,0,11,243,111,0
Ector,337,229,108,0,0,0,0,92,58,40,0,0,0,337,0
El Paso,365,91,257,15,2,0,0,164,84,59,0,11,133,219,2
Ellis,365,229,128,8,0,0,0,120,67,45,0,4,120,241,0
Fayette,330,262,68,0,0,0,0,96,58,34,0,0,0,330,0
Galveston,364,306,48,9,0,1,0,202,59,34,0,5,271,87,1
Gregg,364,329,35,0,0,0,0,97,50,32,0,3,361,0,0
Harris,365,102,236,19,7,1,0,204,87,56,0,12,83,270,0
Harrison,364,263,100,1,0,0,0,111,59,41,0,1,110,253,0
Hidalgo,363,173,186,4,0,0,0,115,71,51,0,0,64,299,0
Hood,362,316,41,5,0,0,0,133,54,33,0,0,362,0,0
Hunt,365,329,32,3,1,0,0,154,50,32,0,3,362,0,0
Jefferson,365,161,196,7,1,0,0,154,75,53,0,0,101,264,0
Johnson,354,302,44,7,1,0,0,156,61,35,0,0,354,0,0
Kaufman,365,268,96,1,0,0,0,122,61,41,0,1,172,192,0
Kleberg,342,188,150,3,1,0,0,164,69,47,0,0,0,342,0
Lubbock,303,239,63,1,0,0,0,134,56,33,0,0,0,303,0
Maverick,342,252,90,0,0,0,0,100,60,37,0,0,0,342,0
McLennan,312,248,64,0,0,0,0,98,58,38,1,0,223,88,0
Montgomery,365,231,123,10,1,0,0,156,74,44,0,0,181,184,0
Navarro,364,266,94,4,0,0,0,117,68,41,0,3,203,158,0
Nueces,365,214,151,0,0,0,0,99,67,44,0,0,104,261,0
Orange,365,173,186,6,0,0,0,122,69,52,0,0,82,283,0
Parker,359,319,34,5,1,0,0,164,51,35,0,0,359,0,0
Polk,365,347,18,0,0,0,0,97,45,31,0,0,365,0,0
Potter,353,316,36,1,0,0,0,134,51,30,0,0,0,353,0
Randall,362,266,87,9,0,0,0,112,74,43,0,0,362,0,0
Rockwall,304,281,18,5,0,0,0,136,49,31,0,0,304,0,0
Smith,364,324,38,2,0,0,0,112,54,33,0,3,361,0,0
Tarrant,365,156,190,16,3,0,0,166,84,53,0,3,129,233,0
Travis,365,168,188,9,0,0,0,115,69,52,0,9,96,259,1
Victoria,279,270,7,2,0,0,0,112,38,28,0,0,279,0,0
Webb,313,190,121,2,0,0,0,107,67,44,0,0,104,208,1
Box Elder,365,201,155,8,1,0,0,151,84,48,0,1,253,111,0
Cache,365,205,153,7,0,0,0,133,77,48,0,0,226,139,0
Carbon,364,231,128,5,0,0,0,115,77,46,0,3,361,0,0
Davis,365,194,158,12,1,0,0,151,87,49,0,24,240,100,1
Duchesne,365,209,145,11,0,0,0,129,84,47,0,0,307,58,0
Garfield,365,259,104,2,0,0,0,122,74,44,0,0,364,1,0
Iron,365,257,108,0,0,0,0,90,71,44,0,0,311,54,0
Salt Lake,365,117,207,39,2,0,0,169,101,61,0,33,221,110,1
San Juan,356,245,104,7,0,0,0,119,77,44,0,0,352,4,0
Tooele,365,204,151,10,0,0,0,138,81,47,0,0,238,127,0
Uintah,365,181,173,10,1,0,0,156,87,51,0,0,334,31,0
Utah,365,190,143,25,7,0,0,166,93,50,0,10,241,113,1
Washington,365,223,141,1,0,0,0,108,74,44,0,1,317,47,0
Wayne,117,111,6,0,0,0,0,70,28,13,0,0,0,117,0
Weber,365,181,167,15,2,0,0,159,90,51,0,35,226,99,5
Bennington,365,300,64,1,0,0,0,101,55,37,0,0,207,158,0
Chittenden,365,295,70,0,0,0,0,90,56,40,0,0,218,147,0
Rutland,365,264,101,0,0,0,0,90,62,39,1,0,162,202,0
Windham,117,112,5,0,0,0,0,57,35,12,0,0,0,117,0
St Croix,22,16,6,0,0,0,0,77,60,29,0,0,0,22,0
St John,2,2,0,0,0,0,0,32,32,32,0,0,0,2,0
St Thomas,183,127,55,1,0,0,0,126,60,36,0,0,0,183,0
Albemarle,310,252,58,0,0,0,0,93,56,40,0,0,177,133,0
Alexandria City,78,78,0,0,0,0,0,11,10,6,0,0,0,0,78
Arlington,365,298,64,3,0,0,0,122,62,36,0,95,203,67,0
Bristol City,116,93,23,0,0,0,0,71,55,36,0,0,0,116,0
Caroline,241,219,22,0,0,0,0,84,49,36,0,0,241,0,0
Carroll,59,59,0,0,0,0,0,22,16,9,0,0,0,0,59
Charles,356,319,36,1,0,0,0,105,51,33,0,80,200,76,0
Chesterfield,275,238,37,0,0,0,0,77,53,36,0,0,191,84,0
Fairfax,365,203,161,1,0,0,0,101,66,48,0,16,86,263,0
Fauquier,244,232,12,0,0,0,0,80,48,32,0,0,244,0,0
Frederick,352,267,85,0,0,0,0,87,58,40,0,0,135,217,0
Giles,345,306,39,0,0,0,0,93,51,37,0,0,345,0,0
Hampton City,362,298,64,0,0,0,0,97,54,39,1,4,167,190,0
Hanover,238,209,29,0,0,0,0,97,54,40,0,0,238,0,0
Henrico,365,268,96,1,0,0,0,147,58,42,0,1,157,207,0
Hopewell City,61,61,0,0,0,0,0,19,14,10,0,0,0,0,61
Loudoun,365,313,52,0,0,0,0,93,54,35,0,82,219,64,0
Lynchburg City,112,88,24,0,0,0,0,60,55,34,0,0,0,112,0
Madison,356,304,52,0,0,0,0,90,54,39,0,0,305,51,0
Norfolk City,365,348,17,0,0,0,0,65,41,18,13,242,0,110,0
Prince Edward,347,328,19,0,0,0,0,93,45,31,0,0,347,0,0
Prince William,345,316,29,0,0,0,0,100,48,32,0,101,244,0,0
Richmond City,364,249,115,0,0,0,0,78,59,42,0,25,0,339,0
Roanoke,365,265,100,0,0,0,0,87,57,41,0,7,129,229,0
Rockbridge,268,243,25,0,0,0,0,90,50,32,0,0,192,76,0
Rockingham,365,324,41,0,0,0,0,82,51,33,0,89,209,67,0
Salem City,113,88,25,0,0,0,0,75,56,35,0,0,0,113,0
Stafford,264,240,23,1,0,0,0,112,50,35,0,0,245,0,19
Suffolk City,245,224,21,0,0,0,0,87,50,39,0,0,245,0,0
Virginia Beach City,107,89,18,0,0,0,0,69,56,33,0,0,0,107,0
Winchester City,60,60,0,0,0,0,0,20,16,8,0,0,0,0,60
Wythe,237,207,30,0,0,0,0,84,54,40,0,0,237,0,0
Adams,350,295,47,4,4,0,0,195,58,17,0,0,0,350,0
Asotin,325,214,103,6,2,0,0,200,72,36,0,0,0,325,0
Benton,365,275,76,12,2,0,0,188,67,36,0,0,124,216,25
Chelan,365,244,96,8,10,5,2,627,72,36,0,0,0,365,0
Clallam,365,243,114,3,3,2,0,230,61,42,0,0,135,230,0
Clark,365,272,87,6,0,0,0,135,59,35,0,0,109,256,0
Columbia,307,250,50,6,1,0,0,192,59,22,0,0,0,307,0
Cowlitz,365,310,51,2,2,0,0,153,54,27,0,0,0,365,0
Franklin,360,300,53,5,2,0,0,182,57,23,0,0,0,360,0
Garfield,364,310,50,3,1,0,0,172,55,20,0,0,0,364,0
Grant,365,289,65,4,6,1,0,273,64,26,0,12,0,353,0
Grays Harbor,365,324,37,1,3,0,0,168,51,29,0,0,0,365,0
Jefferson,359,327,26,3,3,0,0,184,48,25,0,0,0,359,0
King,365,212,139,8,4,2,0,210,71,46,0,42,67,256,0
Kitsap,349,319,25,2,3,0,0,180,45,16,0,0,0,349,0
Kittitas,358,290,56,5,6,1,0,221,62,26,0,0,0,358,0
Klickitat,257,199,53,4,1,0,0,159,63,26,0,0,0,257,0
Lewis,365,298,61,3,3,0,0,172,58,28,0,0,0,365,0
Mason,365,304,55,4,2,0,0,168,56,28,0,0,0,365,0
Okanogan,365,174,158,9,20,2,2,372,81,52,0,0,0,365,0
Pierce,365,234,120,5,6,0,0,188,74,44,0,11,200,154,0
Skagit,365,325,32,5,3,0,0,190,52,32,0,6,159,200,0
Snohomish,365,260,96,5,4,0,0,186,68,33,0,0,0,365,0
Spokane,365,238,115,6,4,2,0,281,74,41,0,0,88,253,24
Stevens,365,200,148,8,8,1,0,220,73,46,0,0,0,336,29
Thurston,343,291,46,1,5,0,0,181,55,29,0,0,123,220,0
Walla Walla,365,292,65,5,2,1,0,242,61,26,0,0,0,319,46
Whatcom,361,319,33,6,3,0,0,193,52,29,0,0,144,217,0
Whitman,365,303,55,5,2,0,0,187,58,22,0,0,0,365,0
Yakima,365,173,176,7,7,2,0,239,82,52,0,0,0,363,2
Berkeley,281,229,52,0,0,0,0,88,56,39,0,0,198,83,0
Brooke,362,308,54,0,0,0,0,75,55,19,0,0,0,120,242
Cabell,282,229,53,0,0,0,0,100,58,39,0,0,201,81,0
Gilmer,360,346,14,0,0,0,0,90,44,29,0,0,360,0,0
Greenbrier,232,222,10,0,0,0,0,84,48,38,0,0,232,0,0
Hancock,363,308,54,1,0,0,0,105,56,35,0,0,187,84,92
Harrison,117,88,29,0,0,0,0,65,58,36,0,0,0,117,0
Kanawha,364,217,146,1,0,0,0,105,60,46,2,0,102,260,0
Marion,117,79,38,0,0,0,0,67,57,38,0,0,0,117,0
Marshall,229,99,130,0,0,0,0,94,65,52,0,0,0,229,0
Monongalia,278,236,42,0,0,0,0,93,54,38,0,0,208,70,0
Ohio,283,225,57,1,0,0,0,105,61,41,0,0,210,73,0
Tucker,365,332,33,0,0,0,0,74,49,35,0,0,347,18,0
Wood,285,243,42,0,0,0,0,77,54,37,0,0,198,87,0
Ashland,360,324,36,0,0,0,0,84,51,36,0,0,318,42,0
Brown,360,262,97,1,0,0,0,105,61,42,0,0,178,182,0
Columbia,246,217,28,1,0,0,0,122,51,39,0,0,246,0,0
Dane,365,215,148,2,0,0,0,112,67,46,0,0,119,246,0
Dodge,365,250,112,3,0,0,0,133,68,44,0,0,203,162,0
Door,224,199,21,4,0,0,0,133,51,40,0,0,224,0,0
Eau Claire,365,244,120,1,0,0,0,129,65,44,0,0,156,209,0
Fond du Lac,244,213,30,1,0,0,0,101,54,39,0,0,244,0,0
Forest,365,300,65,0,0,0,0,93,57,38,0,0,303,62,0
Grant,351,233,118,0,0,0,0,83,61,42,0,0,0,351,0
Jefferson,243,209,32,2,0,0,0,126,58,39,0,0,243,0,0
Kenosha,365,230,121,11,3,0,0,166,74,44,0,0,202,163,0
Kewaunee,240,200,35,4,1,0,0,151,64,42,0,0,240,0,0
La Crosse,365,256,109,0,0,0,0,97,63,43,0,0,134,231,0
Manitowoc,239,202,30,5,2,0,0,169,64,40,0,0,239,0,0
Marathon,232,205,27,0,0,0,0,97,54,39,0,0,232,0,0
Milwaukee,365,186,174,4,1,0,0,151,74,49,0,8,130,227,0
Outagamie,361,264,96,1,0,0,0,101,63,42,0,0,187,174,0
Ozaukee,363,254,102,5,2,0,0,169,68,43,0,0,201,162,0
Racine,236,187,38,9,2,0,0,161,77,42,0,0,236,0,0
Rock,246,217,28,1,0,0,0,133,54,39,0,0,246,0,0
Sauk,365,265,99,1,0,0,0,122,63,42,0,0,185,179,1
Sheboygan,239,186,42,9,2,0,0,185,84,43,0,0,239,0,0
Taylor,365,274,91,0,0,0,0,93,61,42,0,0,220,145,0
Vilas,360,298,62,0,0,0,0,100,57,39,0,0,180,180,0
Walworth,237,202,33,2,0,0,0,126,58,40,0,0,237,0,0
Waukesha,365,213,149,3,0,0,0,122,67,46,0,0,120,245,0
Albany,365,218,144,3,0,0,0,115,74,48,0,0,292,16,57
Big Horn,348,311,37,0,0,0,0,84,51,39,0,0,348,0,0
Campbell,365,256,105,2,2,0,0,169,64,43,0,1,221,38,105
Carbon,365,292,73,0,0,0,0,90,61,42,0,22,343,0,0
Converse,365,310,54,1,0,0,0,102,55,41,0,2,326,9,28
Fremont,365,250,115,0,0,0,0,97,67,46,0,0,321,44,0
Johnson,228,190,38,0,0,0,0,90,57,39,0,1,215,0,12
Laramie,365,288,76,1,0,0,0,109,61,43,0,5,318,38,4
Lincoln,365,343,22,0,0,0,0,82,44,16,0,0,0,0,365
Natrona,365,286,79,0,0,0,0,90,58,42,0,11,336,18,0
Park,212,194,16,2,0,0,0,136,47,31,0,0,113,84,15
Platte,61,58,3,0,0,0,0,55,36,15,0,0,0,0,61
Sheridan,365,241,121,3,0,0,0,123,68,46,0,0,280,80,5
Sublette,365,230,135,0,0,0,0,97,71,47,0,0,329,35,1
Sweetwater,365,210,147,7,1,0,0,163,74,48,0,3,290,11,61
Teton,365,273,91,1,0,0,0,106,64,44,0,0,319,45,1
Uinta,365,287,77,1,0,0,0,108,61,44,0,2,354,0,9
Weston,340,291,48,1,0,0,0,101,54,42,0,0,340,0,0
